Date (WET),BELGIUM (BE),FRANCE (FR),GREAT BRITAIN (GB),GREAT BRITAIN (GB - NORDPOOL),ISEM (ISEM),NETHERLANDS (NL),NORWAY (NO2 - SDAC AUCTION),NORWAY (NO2 - NSL AUCTION)
,GBP/MWh,GBP/MWh,GBP/MWh,GBP/MWh,GBP/MWh,GBP/MWh,GBP/MWh,GBP/MWh
[03/06/2021 07:00],65.37,60.67,79.00,72.53,77.03,78.66,49.20,
[03/06/2021 07:30],65.37,60.67,79.00,72.53,77.03,78.66,49.20,
[03/06/2021 08:00],70.37,60.10,90.00,92.28,91.99,50.41,48.38,
[03/06/2021 08:30],70.37,60.10,90.00,92.28,91.99,50.41,48.38,
[03/06/2021 09:00],71.63,59.60,87.80,89.67,85.58,60.24,45.23,
[03/06/2021 09:30],71.63,59.60,87.80,89.67,85.58,60.24,45.23,
[03/06/2021 10:00],66.08,57.06,78.00,77.65,73.54,71.62,43.79,
[03/06/2021 10:30],66.08,57.06,78.00,77.65,73.54,71.62,43.79,
[03/06/2021 11:00],55.57,55.21,69.00,65.74,65.47,66.17,43.35,
[03/06/2021 11:30],55.57,55.21,69.00,65.74,65.47,66.17,43.35,
[03/06/2021 12:00],50.96,50.10,70.00,70.07,65.00,57.98,43.08,
[03/06/2021 12:30],50.96,50.10,70.00,70.07,65.00,57.98,43.08,
[03/06/2021 13:00],49.22,49.30,65.00,63.01,57.39,51.48,44.66,
[03/06/2021 13:30],49.22,49.30,65.00,63.01,57.39,51.48,44.66,
[03/06/2021 14:00],50.96,50.91,63.00,60.26,51.99,51.19,44.81,
[03/06/2021 14:30],50.96,50.91,63.00,60.26,51.99,51.19,44.81,
[03/06/2021 15:00],56.50,56.50,64.30,59.94,51.99,56.50,45.18,
[03/06/2021 15:30],56.50,56.50,64.30,59.94,51.99,56.50,45.18,
[03/06/2021 16:00],59.56,59.56,71.90,65.33,58.30,59.56,48.37,
[03/06/2021 16:30],59.56,59.56,71.90,65.33,58.30,59.56,48.37,
[03/06/2021 17:00],64.45,64.45,83.00,80.01,73.42,64.45,48.99,
[03/06/2021 17:30],64.45,64.45,83.00,80.01,73.42,64.45,48.99,
[03/06/2021 18:00],70.46,70.46,91.00,85.61,78.01,70.46,49.10,
[03/06/2021 18:30],70.46,70.46,91.00,85.61,78.01,70.46,49.10,
[03/06/2021 19:00],70.50,70.50,90.00,82.77,78.67,70.50,48.93,
[03/06/2021 19:30],70.50,70.50,90.00,82.77,78.67,70.50,48.93,
[03/06/2021 20:00],68.87,68.87,86.00,78.23,80.06,68.87,47.56,
[03/06/2021 20:30],68.87,68.87,86.00,78.23,80.06,68.87,47.56,
[03/06/2021 21:00],68.17,68.17,81.30,75.47,76.01,68.17,47.05,
[03/06/2021 21:30],68.17,68.17,81.30,75.47,76.01,68.17,47.05,
[03/06/2021 22:00],63.08,63.08,71.00,62.16,67.49,63.08,44.81,
[03/06/2021 22:30],63.08,63.08,71.00,62.16,67.49,63.08,44.81,
[03/06/2021 23:00],57.07,57.07,78.40,71.92,73.25,57.07,44.23,
[03/06/2021 23:30],57.07,57.07,78.40,71.92,73.25,57.07,44.23,
[04/06/2021 00:00],54.07,54.07,65.50,63.98,63.81,54.07,44.46,
[04/06/2021 00:30],54.07,54.07,65.50,63.98,63.81,54.07,44.46,
[04/06/2021 01:00],51.53,51.53,60.00,60.05,58.61,51.53,45.53,
[04/06/2021 01:30],51.53,51.53,60.00,60.05,58.61,51.53,45.53,
[04/06/2021 02:00],51.58,51.58,61.00,63.46,59.46,51.58,48.51,
[04/06/2021 02:30],51.58,51.58,61.00,63.46,59.46,51.58,48.51,
[04/06/2021 03:00],50.64,50.64,60.00,62.72,59.00,50.64,49.02,
[04/06/2021 03:30],50.64,50.64,60.00,62.72,59.00,50.64,49.02,
[04/06/2021 04:00],52.63,52.63,62.00,63.92,61.00,52.63,49.42,
[04/06/2021 04:30],52.63,52.63,62.00,63.92,61.00,52.63,49.42,
[04/06/2021 05:00],65.21,65.21,65.00,65.45,63.77,65.21,48.59,
[04/06/2021 05:30],65.21,65.21,65.00,65.45,63.77,65.21,48.59,
[04/06/2021 06:00],71.23,71.23,72.50,71.92,69.75,71.23,48.49,
[04/06/2021 06:30],71.23,71.23,72.50,71.92,69.75,71.23,48.49,
[04/06/2021 07:00],73.73,73.73,74.30,77.11,77.78,73.73,49.38,
[04/06/2021 07:30],73.73,73.73,74.30,77.11,77.78,73.73,49.38,
[04/06/2021 08:00],69.91,69.91,89.50,89.08,90.14,69.91,49.38,
[04/06/2021 08:30],69.91,69.91,89.50,89.08,90.14,69.91,49.38,
[04/06/2021 09:00],64.87,64.87,87.40,87.33,86.60,64.87,49.24,
[04/06/2021 09:30],64.87,64.87,87.40,87.33,86.60,64.87,49.24,
[04/06/2021 10:00],64.27,64.27,77.90,77.84,78.42,64.27,49.26,
[04/06/2021 10:30],64.27,64.27,77.90,77.84,78.42,64.27,49.26,
[04/06/2021 11:00],60.04,60.04,69.00,71.15,70.92,60.04,49.34,
[04/06/2021 11:30],60.04,60.04,69.00,71.15,70.92,60.04,49.34,
[04/06/2021 12:00],54.08,54.08,70.00,74.07,71.52,54.08,49.36,
[04/06/2021 12:30],54.08,54.08,70.00,74.07,71.52,54.08,49.36,
[04/06/2021 13:00],54.00,54.00,64.70,64.73,63.34,54.00,49.38,
[04/06/2021 13:30],54.00,54.00,64.70,64.73,63.34,54.00,49.38,
[04/06/2021 14:00],54.87,54.87,60.10,61.17,60.50,54.87,48.97,
[04/06/2021 14:30],54.87,54.87,60.10,61.17,60.50,54.87,48.97,
[04/06/2021 15:00],57.51,57.51,62.00,60.10,61.00,57.51,49.03,
[04/06/2021 15:30],57.51,57.51,62.00,60.10,61.00,57.51,49.03,
[04/06/2021 16:00],65.14,65.14,66.00,65.93,66.79,65.14,49.37,
[04/06/2021 16:30],65.14,65.14,66.00,65.93,66.79,65.14,49.37,
[04/06/2021 17:00],68.59,68.59,83.00,82.24,83.51,68.59,49.51,
[04/06/2021 17:30],68.59,68.59,83.00,82.24,83.51,68.59,49.51,
[04/06/2021 18:00],70.34,70.34,92.00,95.37,93.02,70.34,49.52,
[04/06/2021 18:30],70.34,70.34,92.00,95.37,93.02,70.34,49.52,
[04/06/2021 19:00],70.11,70.11,89.70,86.98,89.62,70.11,49.53,
[04/06/2021 19:30],70.11,70.11,89.70,86.98,89.62,70.11,49.53,
[04/06/2021 20:00],68.66,68.66,85.30,89.31,88.16,68.66,49.51,
[04/06/2021 20:30],68.66,68.66,85.30,89.31,88.16,68.66,49.51,
[04/06/2021 21:00],67.13,67.13,81.00,85.09,85.56,67.13,49.51,
[04/06/2021 21:30],67.13,67.13,81.00,85.09,85.56,67.13,49.51,
[04/06/2021 22:00],61.87,61.87,72.00,72.03,76.18,61.87,49.58,
[04/06/2021 22:30],61.87,61.87,72.00,72.03,76.18,61.87,49.58,
[04/06/2021 23:00],64.26,64.26,77.00,85.97,82.40,64.26,49.86,
[04/06/2021 23:30],64.26,64.26,77.00,85.97,82.40,64.26,49.86,
[05/06/2021 00:00],59.97,58.54,70.00,75.36,76.10,66.24,49.70,
[05/06/2021 00:30],59.97,58.54,70.00,75.36,76.10,66.24,49.70,
[05/06/2021 01:00],50.65,50.65,67.00,64.96,69.90,50.65,49.03,
[05/06/2021 01:30],50.65,50.65,67.00,64.96,69.90,50.65,49.03,
[05/06/2021 02:00],48.44,48.65,64.50,61.01,66.50,49.20,47.63,
[05/06/2021 02:30],48.44,48.65,64.50,61.01,66.50,49.20,47.63,
[05/06/2021 03:00],48.09,48.09,63.00,60.08,65.90,48.09,46.69,
[05/06/2021 03:30],48.09,48.09,63.00,60.08,65.90,48.09,46.69,
[05/06/2021 04:00],48.10,48.10,60.00,57.99,64.40,48.10,46.61,
[05/06/2021 04:30],48.10,48.10,60.00,57.99,64.40,48.10,46.61,
[05/06/2021 05:00],48.12,48.12,59.50,53.70,64.40,48.12,46.73,
[05/06/2021 05:30],48.12,48.12,59.50,53.70,64.40,48.12,46.73,
[05/06/2021 06:00],50.70,50.70,63.00,64.94,68.00,50.70,49.06,
[05/06/2021 06:30],50.70,50.70,63.00,64.94,68.00,50.70,49.06,
[05/06/2021 07:00],56.66,56.66,68.00,65.40,69.50,56.66,49.51,
[05/06/2021 07:30],56.66,56.66,68.00,65.40,69.50,56.66,49.51,
[05/06/2021 08:00],59.14,58.69,82.30,84.98,86.00,60.00,49.76,
[05/06/2021 08:30],59.14,58.69,82.30,84.98,86.00,60.00,49.76,
[05/06/2021 09:00],57.39,51.72,81.50,84.83,88.20,64.29,49.02,
[05/06/2021 09:30],57.39,51.72,81.50,84.83,88.20,64.29,49.02,
[05/06/2021 10:00],49.88,49.86,75.90,78.93,83.90,49.96,48.37,
[05/06/2021 10:30],49.88,49.86,75.90,78.93,83.90,49.96,48.37,
[05/06/2021 11:00],50.49,50.49,72.00,74.26,79.20,50.49,48.87,
[05/06/2021 11:30],50.49,50.49,72.00,74.26,79.20,50.49,48.87,
[05/06/2021 12:00],47.63,47.63,69.40,66.05,73.90,47.63,46.20,
[05/06/2021 12:30],47.63,47.63,69.40,66.05,73.90,47.63,46.20,
[05/06/2021 13:00],44.97,44.97,60.70,57.12,66.20,44.97,43.72,
[05/06/2021 13:30],44.97,44.97,60.70,57.12,66.20,44.97,43.72,
[05/06/2021 14:00],46.18,46.18,60.00,54.84,64.20,46.18,44.84,
[05/06/2021 14:30],46.18,46.18,60.00,54.84,64.20,46.18,44.84,
[05/06/2021 15:00],47.42,47.42,60.00,53.41,61.90,47.42,46.73,
[05/06/2021 15:30],47.42,47.42,60.00,53.41,61.90,47.42,46.73,
[05/06/2021 16:00],51.91,51.91,64.70,64.70,65.60,51.91,49.29,
[05/06/2021 16:30],51.91,51.91,64.70,64.70,65.60,51.91,49.29,
[05/06/2021 17:00],60.60,60.60,75.00,76.66,76.70,60.60,49.43,
[05/06/2021 17:30],60.60,60.60,75.00,76.66,76.70,60.60,49.43,
[05/06/2021 18:00],64.90,64.90,82.50,85.60,82.40,64.90,49.41,
[05/06/2021 18:30],64.90,64.90,82.50,85.60,82.40,64.90,49.41,
[05/06/2021 19:00],65.24,65.24,89.00,85.11,85.40,65.24,49.45,
[05/06/2021 19:30],65.24,65.24,89.00,85.11,85.40,65.24,49.45,
[05/06/2021 20:00],64.89,64.89,88.00,89.18,85.80,64.89,49.38,
[05/06/2021 20:30],64.89,64.89,88.00,89.18,85.80,64.89,49.38,
[05/06/2021 21:00],71.80,63.67,83.00,87.50,86.10,77.16,49.41,
[05/06/2021 21:30],71.80,63.67,83.00,87.50,86.10,77.16,49.41,
[05/06/2021 22:00],71.78,60.63,72.00,78.18,76.00,88.29,49.72,
[05/06/2021 22:30],71.78,60.63,72.00,78.18,76.00,88.29,49.72,
[05/06/2021 23:00],66.14,56.40,73.10,74.43,79.10,90.04,49.49,
[05/06/2021 23:30],66.14,56.40,73.10,74.43,79.10,90.04,49.49,
[06/06/2021 00:00],51.74,50.52,69.00,68.41,72.70,54.76,48.53,
[06/06/2021 00:30],51.74,50.52,69.00,68.41,72.70,54.76,48.53,
[06/06/2021 01:00],59.81,52.12,70.00,68.96,70.40,64.29,48.12,
[06/06/2021 01:30],59.81,52.12,70.00,68.96,70.40,64.29,48.12,
[06/06/2021 02:00],49.11,49.11,67.10,64.20,66.20,49.11,47.54,
[06/06/2021 02:30],49.11,49.11,67.10,64.20,66.20,49.11,47.54,
[06/06/2021 03:00],49.89,42.88,62.85,61.01,64.40,48.20,45.48,
[06/06/2021 03:30],49.89,42.88,62.85,61.01,64.40,48.20,45.48,
[06/06/2021 04:00],52.40,34.71,59.00,59.91,62.90,48.15,43.03,
[06/06/2021 04:30],52.40,34.71,59.00,59.91,62.90,48.15,43.03,
[06/06/2021 05:00],42.91,30.69,58.80,58.07,62.40,45.95,43.61,
[06/06/2021 05:30],42.91,30.69,58.80,58.07,62.40,45.95,43.61,
[06/06/2021 06:00],42.08,37.73,62.00,61.01,64.10,45.23,43.83,
[06/06/2021 06:30],42.08,37.73,62.00,61.01,64.10,45.23,43.83,
[06/06/2021 07:00],49.03,49.03,68.80,69.24,67.70,49.03,47.51,
[06/06/2021 07:30],49.03,49.03,68.80,69.24,67.70,49.03,47.51,
[06/06/2021 08:00],49.69,49.69,67.00,66.80,71.40,49.69,48.25,
[06/06/2021 08:30],49.69,49.69,67.00,66.80,71.40,49.69,48.25,
[06/06/2021 09:00],49.58,49.58,76.90,73.41,80.80,49.58,48.13,
[06/06/2021 09:30],49.58,49.58,76.90,73.41,80.80,49.58,48.13,
[06/06/2021 10:00],50.16,50.16,79.00,74.57,86.90,50.16,48.61,
[06/06/2021 10:30],50.16,50.16,79.00,74.57,86.90,50.16,48.61,
[06/06/2021 11:00],49.92,49.92,80.00,72.81,88.60,49.92,48.43,
[06/06/2021 11:30],49.92,49.92,80.00,72.81,88.60,49.92,48.43,
[06/06/2021 12:00],47.56,47.56,82.50,71.97,90.20,47.56,46.18,
[06/06/2021 12:30],47.56,47.56,82.50,71.97,90.20,47.56,46.18,
[06/06/2021 13:00],41.20,41.20,69.00,65.73,75.70,41.20,40.01,
[06/06/2021 13:30],41.20,41.20,69.00,65.73,75.70,41.20,40.01,
[06/06/2021 14:00],40.86,40.86,66.00,66.80,71.40,40.86,39.68,
[06/06/2021 14:30],40.86,40.86,66.00,66.80,71.40,40.86,39.68,
[06/06/2021 15:00],34.23,33.76,63.60,69.21,70.80,43.78,42.38,
[06/06/2021 15:30],34.23,33.76,63.60,69.21,70.80,43.78,42.38,
[06/06/2021 16:00],47.39,47.20,68.33,77.44,77.30,49.52,47.93,
[06/06/2021 16:30],47.39,47.20,68.33,77.44,77.30,49.52,47.93,
[06/06/2021 17:00],51.52,51.52,76.00,88.35,89.90,51.52,49.50,
[06/06/2021 17:30],51.52,51.52,76.00,88.35,89.90,51.52,49.50,
[06/06/2021 18:00],60.08,58.41,84.00,92.95,92.70,59.66,49.61,
[06/06/2021 18:30],60.08,58.41,84.00,92.95,92.70,59.66,49.61,
[06/06/2021 19:00],65.56,65.56,91.90,96.36,94.90,65.56,49.68,
[06/06/2021 19:30],65.56,65.56,91.90,96.36,94.90,65.56,49.68,
[06/06/2021 20:00],66.16,66.16,89.70,90.43,92.00,66.16,49.72,
[06/06/2021 20:30],66.16,66.16,89.70,90.43,92.00,66.16,49.72,
[06/06/2021 21:00],68.75,68.75,85.30,85.82,92.00,68.75,49.67,
[06/06/2021 21:30],68.75,68.75,85.30,85.82,92.00,68.75,49.67,
[06/06/2021 22:00],62.05,62.05,74.00,77.39,81.50,62.05,49.68,
[06/06/2021 22:30],62.05,62.05,74.00,77.39,81.50,62.05,49.68,
[06/06/2021 23:00],56.65,56.65,74.70,75.90,78.48,56.65,49.51,
[06/06/2021 23:30],56.65,56.65,74.70,75.90,78.48,56.65,49.51,
[07/06/2021 00:00],51.78,51.76,68.40,70.40,70.50,52.18,49.46,
[07/06/2021 00:30],51.78,51.76,68.40,70.40,70.50,52.18,49.46,
[07/06/2021 01:00],52.30,52.30,65.10,64.39,65.96,52.30,49.56,
[07/06/2021 01:30],52.30,52.30,65.10,64.39,65.96,52.30,49.56,
[07/06/2021 02:00],51.59,51.59,63.00,62.81,64.15,51.59,49.56,
[07/06/2021 02:30],51.59,51.59,63.00,62.81,64.15,51.59,49.56,
[07/06/2021 03:00],51.87,51.87,59.00,58.99,60.18,51.87,49.58,
[07/06/2021 03:30],51.87,51.87,59.00,58.99,60.18,51.87,49.58,
[07/06/2021 04:00],54.38,54.38,56.70,58.94,58.72,54.38,49.64,
[07/06/2021 04:30],54.38,54.38,56.70,58.94,58.72,54.38,49.64,
[07/06/2021 05:00],68.98,68.98,66.60,67.34,63.45,68.98,49.58,
[07/06/2021 05:30],68.98,68.98,66.60,67.34,63.45,68.98,49.58,
[07/06/2021 06:00],73.93,73.93,74.10,77.24,67.92,73.93,49.50,
[07/06/2021 06:30],73.93,73.93,74.10,77.24,67.92,73.93,49.50,
[07/06/2021 07:00],77.42,77.42,81.20,90.11,77.38,77.42,49.91,
[07/06/2021 07:30],77.42,77.42,81.20,90.11,77.38,77.42,49.91,
[07/06/2021 08:00],73.98,73.98,85.80,93.16,89.86,73.98,49.82,
[07/06/2021 08:30],73.98,73.98,85.80,93.16,89.86,73.98,49.82,
[07/06/2021 09:00],71.01,71.01,85.00,95.55,90.55,71.01,49.75,
[07/06/2021 09:30],71.01,71.01,85.00,95.55,90.55,71.01,49.75,
[07/06/2021 10:00],69.68,69.68,76.00,81.17,81.00,69.68,49.69,
[07/06/2021 10:30],69.68,69.68,76.00,81.17,81.00,69.68,49.69,
[07/06/2021 11:00],68.77,68.77,74.00,78.49,77.21,68.77,49.62,
[07/06/2021 11:30],68.77,68.77,74.00,78.49,77.21,68.77,49.62,
[07/06/2021 12:00],66.86,66.86,76.00,77.08,76.00,66.86,49.53,
[07/06/2021 12:30],66.86,66.86,76.00,77.08,76.00,66.86,49.53,
[07/06/2021 13:00],65.50,65.50,64.60,64.59,63.76,65.50,49.88,
[07/06/2021 13:30],65.50,65.50,64.60,64.59,63.76,65.50,49.88,
[07/06/2021 14:00],66.21,66.21,62.00,61.86,58.76,66.21,49.58,
[07/06/2021 14:30],66.21,66.21,62.00,61.86,58.76,66.21,49.58,
[07/06/2021 15:00],66.45,66.45,63.70,62.71,58.46,66.45,49.40,
[07/06/2021 15:30],66.45,66.45,63.70,62.71,58.46,66.45,49.40,
[07/06/2021 16:00],68.43,68.43,72.80,70.69,62.09,68.43,49.40,
[07/06/2021 16:30],68.43,68.43,72.80,70.69,62.09,68.43,49.40,
[07/06/2021 17:00],71.55,71.55,81.00,79.46,69.98,71.55,49.38,
[07/06/2021 17:30],71.55,71.55,81.00,79.46,69.98,71.55,49.38,
[07/06/2021 18:00],75.70,75.70,92.00,85.37,77.38,75.70,49.39,
[07/06/2021 18:30],75.70,75.70,92.00,85.37,77.38,75.70,49.39,
[07/06/2021 19:00],77.37,77.37,87.40,81.29,74.11,77.37,49.51,
[07/06/2021 19:30],77.37,77.37,87.40,81.29,74.11,77.37,49.51,
[07/06/2021 20:00],75.04,75.04,76.00,72.57,66.20,75.04,49.50,
[07/06/2021 20:30],75.04,75.04,76.00,72.57,66.20,75.04,49.50,
[07/06/2021 21:00],73.07,73.07,70.00,68.96,63.78,73.07,49.46,
[07/06/2021 21:30],73.07,73.07,70.00,68.96,63.78,73.07,49.46,
[07/06/2021 22:00],67.96,67.96,66.00,62.80,59.85,67.96,49.44,
[07/06/2021 22:30],67.96,67.96,66.00,62.80,59.85,67.96,49.44,
[07/06/2021 23:00],61.38,61.38,66.40,69.19,61.99,61.38,49.43,
[07/06/2021 23:30],61.38,61.38,66.40,69.19,61.99,61.38,49.43,
[08/06/2021 00:00],55.23,55.23,63.30,60.05,58.55,55.23,49.36,
[08/06/2021 00:30],55.23,55.23,63.30,60.05,58.55,55.23,49.36,
[08/06/2021 01:00],54.67,54.67,59.90,56.80,57.02,54.67,49.37,
[08/06/2021 01:30],54.67,54.67,59.90,56.80,57.02,54.67,49.37,
[08/06/2021 02:00],53.37,53.37,56.00,57.38,57.02,53.37,49.36,
[08/06/2021 02:30],53.37,53.37,56.00,57.38,57.02,53.37,49.36,
[08/06/2021 03:00],53.70,53.70,56.00,55.89,57.02,53.70,49.11,
[08/06/2021 03:30],53.70,53.70,56.00,55.89,57.02,53.70,49.11,
[08/06/2021 04:00],57.20,57.20,59.00,61.52,57.68,57.20,49.18,
[08/06/2021 04:30],57.20,57.20,59.00,61.52,57.68,57.20,49.18,
[08/06/2021 05:00],68.96,68.96,70.70,72.48,67.16,68.96,49.27,
[08/06/2021 05:30],68.96,68.96,70.70,72.48,67.16,68.96,49.27,
[08/06/2021 06:00],77.53,77.53,74.30,74.93,69.03,77.53,49.50,
[08/06/2021 06:30],77.53,77.53,74.30,74.93,69.03,77.53,49.50,
[08/06/2021 07:00],80.82,80.82,83.00,80.08,81.40,80.82,51.43,
[08/06/2021 07:30],80.82,80.82,83.00,80.08,81.40,80.82,51.43,
[08/06/2021 08:00],73.48,73.48,84.00,84.84,89.00,73.48,51.08,
[08/06/2021 08:30],73.48,73.48,84.00,84.84,89.00,73.48,51.08,
[08/06/2021 09:00],68.91,68.91,81.60,84.78,85.48,68.91,50.75,
[08/06/2021 09:30],68.91,68.91,81.60,84.78,85.48,68.91,50.75,
[08/06/2021 10:00],66.69,66.69,72.00,67.53,71.92,66.69,50.43,
[08/06/2021 10:30],66.69,66.69,72.00,67.53,71.92,66.69,50.43,
[08/06/2021 11:00],62.52,62.52,69.00,65.01,68.02,62.52,50.28,
[08/06/2021 11:30],62.52,62.52,69.00,65.01,68.02,62.52,50.28,
[08/06/2021 12:00],56.65,56.65,64.60,62.00,64.31,56.65,49.89,
[08/06/2021 12:30],56.65,56.65,64.60,62.00,64.31,56.65,49.89,
[08/06/2021 13:00],56.03,56.03,61.00,59.38,60.51,56.03,49.95,
[08/06/2021 13:30],56.03,56.03,61.00,59.38,60.51,56.03,49.95,
[08/06/2021 14:00],58.59,58.59,60.00,61.00,58.34,58.59,49.49,
[08/06/2021 14:30],58.59,58.59,60.00,61.00,58.34,58.59,49.49,
[08/06/2021 15:00],64.13,64.13,62.50,62.14,60.03,64.13,49.46,
[08/06/2021 15:30],64.13,64.13,62.50,62.14,60.03,64.13,49.46,
[08/06/2021 16:00],68.32,68.32,67.00,71.30,64.57,68.32,49.53,
[08/06/2021 16:30],68.32,68.32,67.00,71.30,64.57,68.32,49.53,
[08/06/2021 17:00],72.16,72.16,80.96,78.69,75.90,72.16,49.43,
[08/06/2021 17:30],72.16,72.16,80.96,78.69,75.90,72.16,49.43,
[08/06/2021 18:00],76.36,74.51,84.00,85.00,79.20,79.03,49.49,
[08/06/2021 18:30],76.36,74.51,84.00,85.00,79.20,79.03,49.49,
[08/06/2021 19:00],79.23,75.20,82.30,85.02,77.49,85.53,49.31,
[08/06/2021 19:30],79.23,75.20,82.30,85.02,77.49,85.53,49.31,
[08/06/2021 20:00],75.13,75.13,76.00,79.97,68.78,75.13,49.30,
[08/06/2021 20:30],75.13,75.13,76.00,79.97,68.78,75.13,49.30,
[08/06/2021 21:00],72.31,72.31,73.50,74.92,68.02,72.31,49.26,
[08/06/2021 21:30],72.31,72.31,73.50,74.92,68.02,72.31,49.26,
[08/06/2021 22:00],66.88,66.88,66.80,70.10,64.48,66.88,49.22,
[08/06/2021 22:30],66.88,66.88,66.80,70.10,64.48,66.88,49.22,
[08/06/2021 23:00],58.97,58.97,75.00,75.91,71.10,58.97,49.32,
[08/06/2021 23:30],58.97,58.97,75.00,75.91,71.10,58.97,49.32,
[09/06/2021 00:00],56.87,56.87,65.00,65.40,63.70,56.87,49.11,
[09/06/2021 00:30],56.87,56.87,65.00,65.40,63.70,56.87,49.11,
[09/06/2021 01:00],55.72,55.72,61.50,60.01,58.50,55.72,49.17,
[09/06/2021 01:30],55.72,55.72,61.50,60.01,58.50,55.72,49.17,
[09/06/2021 02:00],55.21,55.21,59.65,59.84,56.60,55.21,49.16,
[09/06/2021 02:30],55.21,55.21,59.65,59.84,56.60,55.21,49.16,
[09/06/2021 03:00],55.98,55.98,58.00,55.67,55.10,55.98,49.16,
[09/06/2021 03:30],55.98,55.98,58.00,55.67,55.10,55.98,49.16,
[09/06/2021 04:00],57.79,57.79,59.10,57.28,55.40,57.79,49.25,
[09/06/2021 04:30],57.79,57.79,59.10,57.28,55.40,57.79,49.25,
[09/06/2021 05:00],68.39,68.15,67.90,66.79,62.00,69.05,49.59,
[09/06/2021 05:30],68.39,68.15,67.90,66.79,62.00,69.05,49.59,
[09/06/2021 06:00],74.56,74.56,76.00,75.55,70.00,74.56,50.01,
[09/06/2021 06:30],74.56,74.56,76.00,75.55,70.00,74.56,50.01,
[09/06/2021 07:00],76.00,76.00,83.00,79.49,82.20,76.00,51.67,
[09/06/2021 07:30],76.00,76.00,83.00,79.49,82.20,76.00,51.67,
[09/06/2021 08:00],71.00,71.00,86.10,86.77,87.40,71.00,51.33,
[09/06/2021 08:30],71.00,71.00,86.10,86.77,87.40,71.00,51.33,
[09/06/2021 09:00],66.26,66.26,85.00,81.57,84.30,66.26,51.08,
[09/06/2021 09:30],66.26,66.26,85.00,81.57,84.30,66.26,51.08,
[09/06/2021 10:00],62.08,62.08,73.60,69.67,74.00,62.08,50.91,
[09/06/2021 10:30],62.08,62.08,73.60,69.67,74.00,62.08,50.91,
[09/06/2021 11:00],58.85,58.85,68.00,66.16,72.30,58.85,50.43,
[09/06/2021 11:30],58.85,58.85,68.00,66.16,72.30,58.85,50.43,
[09/06/2021 12:00],60.38,60.38,69.10,67.80,73.20,60.38,50.32,
[09/06/2021 12:30],60.38,60.38,69.10,67.80,73.20,60.38,50.32,
[09/06/2021 13:00],59.20,59.20,64.00,64.09,67.60,59.20,50.32,
[09/06/2021 13:30],59.20,59.20,64.00,64.09,67.60,59.20,50.32,
[09/06/2021 14:00],61.90,61.90,63.00,60.01,65.60,61.90,49.50,
[09/06/2021 14:30],61.90,61.90,63.00,60.01,65.60,61.90,49.50,
[09/06/2021 15:00],62.47,62.47,64.00,62.78,66.60,62.47,49.36,
[09/06/2021 15:30],62.47,62.47,64.00,62.78,66.60,62.47,49.36,
[09/06/2021 16:00],67.56,67.56,68.40,71.54,72.70,67.56,49.22,
[09/06/2021 16:30],67.56,67.56,68.40,71.54,72.70,67.56,49.22,
[09/06/2021 17:00],71.59,71.59,81.50,89.64,88.40,71.59,49.05,
[09/06/2021 17:30],71.59,71.59,81.50,89.64,88.40,71.59,49.05,
[09/06/2021 18:00],76.37,73.78,85.20,91.43,92.10,82.88,49.15,
[09/06/2021 18:30],76.37,73.78,85.20,91.43,92.10,82.88,49.15,
[09/06/2021 19:00],80.31,74.79,85.00,88.91,91.60,84.97,49.31,
[09/06/2021 19:30],80.31,74.79,85.00,88.91,91.60,84.97,49.31,
[09/06/2021 20:00],76.25,74.56,79.30,81.21,83.90,77.69,49.25,
[09/06/2021 20:30],76.25,74.56,79.30,81.21,83.90,77.69,49.25,
[09/06/2021 21:00],73.32,73.32,75.00,73.97,77.90,73.32,49.23,
[09/06/2021 21:30],73.32,73.32,75.00,73.97,77.90,73.32,49.23,
[09/06/2021 22:00],67.27,67.27,70.00,68.37,72.60,67.27,49.16,
[09/06/2021 22:30],67.27,67.27,70.00,68.37,72.60,67.27,49.16,
[09/06/2021 23:00],67.78,67.78,72.20,75.31,69.50,67.78,48.94,
[09/06/2021 23:30],67.78,67.78,72.20,75.31,69.50,67.78,48.94,
[10/06/2021 00:00],62.71,62.71,63.50,59.92,60.16,62.71,48.76,
[10/06/2021 00:30],62.71,62.71,63.50,59.92,60.16,62.71,48.76,
[10/06/2021 01:00],58.81,58.81,61.00,58.68,55.17,58.81,48.60,
[10/06/2021 01:30],58.81,58.81,61.00,58.68,55.17,58.81,48.60,
[10/06/2021 02:00],56.46,56.46,57.50,56.43,53.74,56.46,48.57,
[10/06/2021 02:30],56.46,56.46,57.50,56.43,53.74,56.46,48.57,
[10/06/2021 03:00],56.88,56.88,56.00,55.53,53.20,56.88,48.56,
[10/06/2021 03:30],56.88,56.88,56.00,55.53,53.20,56.88,48.56,
[10/06/2021 04:00],59.66,59.66,58.00,57.48,53.74,59.66,48.64,
[10/06/2021 04:30],59.66,59.66,58.00,57.48,53.74,59.66,48.64,
[10/06/2021 05:00],69.64,69.64,66.00,65.29,56.93,69.64,48.72,
[10/06/2021 05:30],69.64,69.64,66.00,65.29,56.93,69.64,48.72,
[10/06/2021 06:00],76.83,76.83,73.10,73.46,68.73,76.83,48.98,
[10/06/2021 06:30],76.83,76.83,73.10,73.46,68.73,76.83,48.98,
